BANK_EN,SAVINGSPLAN_EN,SAVINGSPROGRAMBYAGE_EN,SAVINGSPERIOD,INTERESTSDATE,YEAR,MONTH,YEAR_MONTH,RateType,RateValue,IsNegative,AvgRate_ByGroup,Delta_ByGroup
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5300,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.7000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5500,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.4000,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5000,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5500,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5300,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.7000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,14 Y -15 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5600,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.4000,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5000,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.6500,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5300,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.7000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,13 Y -14 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5700,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.4000,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5500,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.7500,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5300,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.8000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,12 Y -13 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5800,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.4000,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5500,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5300,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.8000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,11 Y -12 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5800,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.4000,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5500,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1000,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.6000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5300,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.8000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,10 Y -11 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5900,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.4500,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5500,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.6000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5500,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.8000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.2000,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5900,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5000,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.5500,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.6000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5500,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.8000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.2500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6100,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5500,1,-2.5389,1.5000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0660,0.7500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6500,1,-1.6222,0.4000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.2500,1,-2.9006,3.6500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.6000,1,-2.6833,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Discount,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6200,1,-1.5811,0.1000
International Bank,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Hapoalim,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.5800,1,-2.5492,0.1500
Yahav,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-5.3000,1,-5.0360,0.5000
Leumi,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.9000,1,-1.7846,0.2000
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.3500,1,-2.9741,1.1000
Massad,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.1500,1,-3.1269,0.1500
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.9000,1,-2.8885,0.1500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Discount,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-1.6100,1,-1.5542,0.3400
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-3.0500,1,-3.0222,0.2500
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2025-11-25,2025,11,2025-11,Variable (Prime Spread),-2.6000,1,-2.5389,1.5000
